text,l1
"My hometown Wuhan, which locates on the middle between the North and the South of China, is a modern city. The Changjian , which is the longest river in China, crosses my hometown, and divides it into three parts. One is named Wuchang, which is educational zone with nearly hundred universities and colleges. The others are named Hankou and Hanyang, which are commercial zone filled with lots of shopping stores and industrial zone filled with factories. The bridges in Wuhan play an important role that links the three parts as one large city in which traffic is very convenient. Spring and autumn are beautiful and comfortable in my hometown, where winter is also not cold. However, summer is so hot that you think you might be cooked. I love my hometown, where I had lived almost 40 years; I miss my hometown, which my relatives and friends live in; I anticipate the day coming soon when I can go back and eat the variety of freshwater fish, as well as a great deal of fresh vegetable again.",Chinese
"One of my favorite movies is ""Eternal Sunshine of the Spotless Mind"", which was released in 2004 and stared Jim Carrey and Kate Winslet. It was my first movie in that I could watch Jim Carrey's serious act and Kate's diverse color dyed hair. This movie says about one couple's meeting and separating, which commonly happen between couples. However, this movie uses peculiarly elements of science fiction like erasing lover's memories after separating, which discriminates this movie from others. The composition of this movie can be felt to be a little complex, which is because a past scene and a present scene show disorderly. However, this method makes us be concentrated on the movie better. In addition, this movie doesn't give us a manipulated result like an unnatural happy ending which we can often see in romantic movie. Lastly, we can be aware of that there still exist destiny and an eternal sole mate through this movie.",Korean
"One of my favorite movies is ""Eternal Sunshine of the Spotless Mind"", which was released in 2004 and stared Jim Carrey and Kate Winslet. It was my first movie in that I could watch Jim Carrey's serious act and Kate's diverse color dyed hair. This movie says about one couple's meeting and separating, which commonly happen between couples. However, this movie uses peculiarly elements of science fiction like erasing lover's memories after separating, which discriminates this movie from others. The composition of this movie can be felt to be a little complex, which is because a past scene and a present scene are shown disorderly. However, this method makes us be concentrated on the movie better. In addition, this movie doesn't give us a manipulated result like an unnatural happy ending which we can often see in romantic movie. Lastly, we can be aware of that there still exist destiny and an eternal sole mate through this movie.",Korean
" Gone with the Wind, which was directed by Victor Fleming and written by Margaret Mitchell, is one of the best movies that I have ever seen. I remembered the first time that I saw the movie was in 1988, when I was a freshman in a university in China. I was moved by the tragedy romance story. It had a strong influence on my later life.
 The movie described the time during American Civil War and Reconstruction periods how most people straggled and survived at that hard time. Scarlett O'Hara, who was a Southern beauty from a wealthy family, was a self-centered and a strong-willed female. She always had endless hope in her heart. No matter how hard life was, she could find her way to deal with it. Rhett, who loved Scarlett very mush, was a rebellious profiteer. However, Scarlet's love with her first sight lover, whose name was Ashley Wilkes, doomed the marriage between her and Rhett failed at last.
 Vivien Leigh and Clark Gable, who featured Scarlett and Rhett, are on my favorite actors and actresses' list. The movie, which received ten Academic Rewards, is considered as the greatest and most popular film in all the time. Vivien was awarded the best actress. At the end of the movie, Scarlett said, ""Tomorrow is another day"", which left the hope and imagination for the audience. 
",Chinese
" Gone with the Wind, directed by Victor Fleming and written by Margaret Mitchell, is one of the best movies I have ever seen. I remembered the first time I saw the movie was in 1988 when I was a freshman in a university in China. I was moved by the tragedy romance story. It had a strong influence on my later life.
 The movie described the time during American Civil War and Reconstruction periods how most people straggled and survived at that hard time. Scarlett O'Hara,a Southern beauty from a wealthy family, was a self-centered and a strong-willed female. She always had endless hope in her heart. No matter how hard life was, she could find her way to deal with it. Rhett,loved Scarlett very mush, was a rebellious profiteer. However, Scarlet's love with her first sight lover, named Ashley Wilkes, doomed the marriage between her and Rhett failed at last.
 Vivien Leigh and Clark Gable, featuring Scarlett and Rhett, are on my favorite actors and actresses' list. The movie received ten Academic Rewards is considered as the greatest and most popular film in all the time. Vivien was awarded the best actress. At the end of the movie, Scarlett said, ""Tomorrow is another day"",left the hope and imagination for the audience. 
",Chinese
" Spanish filmmaker Pedro Almodóvar is a magician in the art of making unbelieving stories seem real, and ""Volver"", which is his next to last film, is a clear proof of that. The movie tells the story of Raimunda, a woman who charges a weighty secret: she was raped by her father during the adolescence. Raimunda and her daughter Paula are both complicit in the murder of Raimunda's husband, who was killed by the daughter after he attempted to rape her, and they are planning how to disappear the body. Meanwhile, Raimunda's mother, who was thought to be dead in a fire beside her husband, reappears after 20 years. The film narrates the rejoining of mother and daughter and at the same time, the encounter of past and present. This is a film about facing the past and changing the destiny. Cast, which includes actresses such as Penélope ANON_NAME_0 and Carmen Maura, is one of the most accurately done in the list of Almodovar's films, due to every character is interpreted with profound simplicity. Music is one more of the successful elements of this film, since the director uses as central song Gardel's tango ""Volver"", whose lyrics precisely express the deep emotions of the characters in the movie. Even though ""Volver"" is less extravagant and more modest than previous Almodóvar films, it deserves being called the best of them. ",Spanish
"Spanish filmmaker Pedro Almodóvar is a magician in the art of making unbelieving stories seem real, and ""Volver"", his next to last film, is a clear proof of that. The movie tells the story of Raimunda, a woman raped by her father during the adolescence. Raimunda and her daughter Paula are both complicit in the murder of Raimunda's husband, killed by the daughter after he attempted to rape her, and they are planning how to disappear the body. Meanwhile, Raimunda's mother, thought to be dead in a fire beside her husband, reappears after 20 years. The film narrates the rejoining of mother and daughter and at the same time, the encounter of past and present. This is a film about facing the past and changing the destiny. Cast, including actresses such as Penélope ANON_NAME_0 and Carmen Maura, is one of the most accurately done in the list of Almodovar's films, due to every character is interpreted with profound simplicity. Music is one more of the successful elements of this film, since the director uses as central song Gardel's tango ""Volver"", expressing in the lyrics the deep emotions of the characters. Even though ""Volver"" is less extravagant and more modest than previous Almodóvar films, it deserves being called the best of them. ",Spanish
"The Parents Trap is a movie which I really like for all time. Lindsay Lohan, who was the main actress of the movie, played both twin sisters Annie and Hallie who were separated from birth because of their parents' divorce. The mother, who was a wedding dress designer, lived in England, keep Annie with her. The father, whom Hallie loves so much, owns a vineyard in the USA. The summer camping is where Annie and Hallie first met. The picture of their father and mother which was ripped right from the middle was the main proof that they are twins. Annie and Hallie had a plan which was switching places and setting their parents back together. They confronted a problem which was their father's evil fiancée. Annie and Hallie won their father's heart and also encouraged their father to their mother, who is intelligent and beautiful. The family lives happy ever after that the twins wished. I'll always remember the funny, heart-warming, and relaxing movie which makes me smile every time when I was thinking about it.",Chinese
"I really like the movie of The Parent Trap for all time. Lindsay Lohan was the main actress of the movie. She Played both twin sisters Annie and Hallie. They were separated from birth because of their parents' divorce. The mother is a wedding dress designer. She lived English with Annie. The father is the owner of a vineyard in the USA. Hallie loved living with her father. Annie and Hallie met at a summer camping. They had a picture of their father and mother. The picture was ripped from the middle. The picture proved that they are twins. Annie and Hallie switched places and set their parents back together. They won their father's heart through confronted their father's evil fiancée. They encouraged their father to get back their intelligent and beautiful mother. The twins lived with their parents happy ever after. The move made me smile every time when I was thinking about it. I'll always the funny, heart-warming, and relaxing movie.",Chinese
"Miss Hannah was a widow who lived in a little, gray, low-eaved house with a little but blossom garden along the shore down the hill that was isolated from others. For twenty years since her brother's ran away, Miss Hannah waited his coming back with his promising of making her rich; but still, her brother, Ralph, was never coming back in the past. Even though many people, include one of her best friend Jacob, tried to persuade her that Ralph would never come back and wanted her to give up such hope, but she always looked so optimistic at this hope and kindly refused all the concern from those people. So she kept waiting, until one day in a cold winter, she finally waited up her brother's coming back, not with great richness, but badly wrecked and battered. Even though she didn't get the richness she wanted, but she still felt so blest since her brother was back.
",Chinese
"I remember my boss in our company because I think he is the greatest engineer in our country. Do not be surprised at this. His name is ANON_NAME_0 Bani. I know he is the richest engineer in my country, because he earns his position by working. First of all, he let me work at a design office as a civil engineer despite knowing I worked at my university as a teacher. At the same time, he made me learn the style of working as a designer. He made me work in a group with good engineers. He had me ask about any equation and he let me enter his office at any time and I got his documents to study any problem at work. He got me to be a good engineer because he knew that I was the first student in my group when I graduated. I promised him to be better than him in the future because this is my dream.",Arabic
"On the economy, We've made (little) A LITTELE progress, but we still have a great (many) DEAL OF work to do, so there are several measures I'm proposing.
First, I want to rise taxes on the very wealthy because ( a few) FEW of them are really paying their share.
Socond< (many of members) MANY OF THE MEMBERS of the middle class are carrying an unfairtax burden, so I am asking for a tax cut for the middle class.
If I am successful, most of you in the middle class will be paying 10 percent less in taxes next year,though (few of) A FEW OF you in the higher-income group may see your taxes rise (littele)A LITTELE.
The problem with the national income tax is that there are (much) MANY loopholes in the current law which allow(any) some people to avoid paying(any)SOME taxes at all; I want to close these loopholes.

My additional plan is to replace the lost revenue with a national sales tax, which is fairer because it applies to (every) ALL people equally. 
Third, We have no money to finance health care reform, and we've made(a littele) LITTELE progress in reducing pollution and meeting clean air standards.",Japanese
"Actually I did not think about doing many things before I came here. The only reason why I came here, it was the English studying. I have been in Pittsburgh for one year. I wished to get the TOEFL score at the middle this year but I could not to get it before this date. At the first, I studied at the ELS school at Point Park University. It was clearly to me at the end of my studying of level 7 that this school was not professional as I want from it. After that I changed my school and I have been studying in ELI at University of Pittsburgh for six months. At the beginning I surprised when I saw the different between the two schools. I thought that the ELI school was the super school. But my opinion was wrong in last months and it changed after these months. These days I have been doing a hard work by my self to improve my English because there was diversity of abilities for my teachers in different classes.",Arabic
"I was impressed by the movie, <Lump of Sugar>, which features my favorite actress Yim Soo ANON_NAME_0. The movie is set in the island of Cheju where the heroine was born and raised. She was a passionate lover of horses. She and horses shared a deep relationship. In the pastures of horses, she especially took a liking to the horse named Thunder who also liked her. Both lost their mother at birth. Characters, the heroine and Thunder matured and relied on each other for spiritual support that one's parents would give to their child. They shared a bond that was unbreakable. One day when Thunder was sold to another farm, the two were separated tearfully with painstakingly recognizable sadness. Two years later, the heroine who dreamed of becoming a rider comes across her forgotten friend Thunder once again. With instruction of her, Thunder enters a horse racing derby. The story of the interrelationship between all things including animals and humans are presented as an influence in this theatrical production that will surely blow away the audience. The heroine and Thunder in front of thousands of people will ride in their final race. Finally, they won; everybody was crazy about their fantastic racing. After the game, Thunder's health was getting worse; he died of weakness. This movie, which impressed me, deserves to be watched. ",Korean
"Everywhere you can see them, not one or two of them but many of them are living in the streets and parks. I dislike watching these people suffering from this problem. This problem is not their problem but it is our problem too. How can be that, I would like you to understand me? I begin explaining my idea; I want you to know everyone in this world has the same our blood, our feeling, and our air to breathe. It is clear to you my view, let us to change this direction and I need you to do this, you must avoid discussing it now, I advise you to do it! Probably you can not allow our self to do this. I can not miss feeling these people. I look forward to helping them. It is bad at continuing our mistakes. We are likely to be as wild animals if we don't mind solving this problem.",Arabic
"I. Introduction 
A. Hook; if God gave me a chance to live where I want to live in, I would prefer to live in my hometown than the city I live in now. 
B. Tell what my thoughts for living place were and how they changed. 
C. Thesis statement; though depending on people's thoughts, I would like to live in my hometown, Seoul, Korea.
II. Body Paragraph 1
A. Tell similarities between Seoul, Korea and Pittsburgh, the U.S at aspect of natural environment with some examples.
B. Tell differences between Seoul, Korea and Pittsburgh, the U.S at aspect of natural environment with some examples.
III. Body Paragraph 2
A. Tell similarities between Seoul, Korea and Pittsburgh, the U.S at aspect of living style with some examples.
B. Tell differences between Seoul, Korea and Pittsburgh, the U.S at aspect of living style with some examples.
IV. Body Paragraph 3
A. Tell similarities between Seoul, Korea and Pittsburgh, the U.S at aspect of culture and education with some examples.
B. Tell differences between Seoul, Korea and Pittsburgh, the U.S at aspect of culture education with some examples.
V. Conclusion
A. Tell pros and cons between Seoul, Korea and Pittsburgh, the U.S where I would live in at many aspects.
B. Conclude that I would like to live in my hometown, Seoul, Korea though there are some demerits. 
",Korean
"Last weekend, my wife and I went to Niagara Falls, NY. It was such a gorgeous place. We spent two days there. My wife, who is very fond of rivers and lakes in general, got fascinated by this huge amount of water flood. Although we did not do any of the activities such as maid of the mist or cave of the winds, and our consolation is in the hope of another visit. We had great fun seeing the waterfalls and wandering in those green areas with different colours of trees leaves. We also had a wonderful barbeque. Unfortunately, the Canadian side of Niagara Falls was not accessible for us; otherwise, we would have had a different vision of the scene. If fact, Niagara Falls is worth visiting and we agreed on paying another visit to it in the future, but in the summer time. This visit enhanced our trust of the American tourism and generated a great feeling to explore other ambiguous cites in the States. From my point of view, Niagara Falls reveals the majesty and creativity of God. ",Arabic
"Small Town
The town is a small, but it is very wonderful. If ma I, I like live here. Why? Because its so beautiful. The small town has good place for life. For example, the small town has good circumstance. There are have green tree, flower and grassland. We live here will be very confulter . However, this is good live place than it is good relax place. There have farm and little full. In fall, you can go to farm peck up food what do you like. For example, in September, you can apple pecking in the farm and in May, you can peck strawberry in the farm. The small town aren't only live place and relax. It is good shopping place, there are have many stores over here. For example, there have T.J maxce, and womater etc., the many activities have in the small town, every weekend the people live in the small town the has to gather together, they have many activities program, they are very funny. In conclusion, the small town is very good place to live, shopping and relax, I like here. 
",Chinese
" Types of magazines



 There are three types of magazines, they are available from all good bookshops or online. I can to get the best preference or the information about if it is interesting for me.

The first type of magazine is a sport magazine. For example, I can find magazine providing the latest information on building and operating an athletic facility, athletic programs, action photos, athlete interviews, scores and statistic on an professional and college sports. The second type of magazine is an automobile whether if I have a passion for cars, I can find a long list of magazines especially tailored for the information needs of car such as car design, car market, or car lifestyle. The last type is a health magazine these cover a variety of topics including physical fitness, nutrition, beauty, weight training and body building.
In conclusion, I can find many types of magazines the most important, I can choose or find my preference and what information is interesting for me.",Spanish
" Travel

 There are many reasons for traveling
 - Reasons 
A- Travel for business
 - Commerce
 - Personal life 
B- Travel for tourist
 - Go visit a lot of place
 - Go to the beach
C- Travel for study
 - Learn about another culture
 - New language 
In conclusion those are some reasons for traveling
 Travel 
There are many reasons for traveling. Fist of all, there is a travel for business , commerce.For example buying the product and import in your country or export the product from your country to another country. You can also visit your family or if you fall sick or one person in your family gets sick you travel for analyzing. Second, the travel of tourist is also important , you might visit a lot of place like museum , go shopping , go to the beach with friends and enjoy it. Third , travel for studying is also important, meeting new friends , Learn about another culture. Living in a different country for awhile will teach you way more than you can learn in any book about that culture and have many experiences. In conclusion those are some reasons of traveling 
",French
" Travel

 There are different reasons to travel. Some people are traveling just for fun and enjoys with their friends or family. For example, some family travels to beach and have fun with in two days. Also, some people travel to visit other country and enjoy when they see different places. The other reason to travel is working. Most people who work with company travel to other place for working. The company required the employees to travel to other country or other place. Some people are traveling to other place or other country to find a good job. The last reason is traveling for studying. A lot of students want studying. They travel to United State and studying English Language. Also, some students travel in the same country but different city and different university to complete and get high degree.
In conclusion, the reasons for traveling are travel for fun, work and study. 
",Arabic
" ADVANTAGES AND DISADVANTAGES OF LEARNING HOW TO COOK

 There are many kinds of food in the world. People survive by eating these food. Some people know how to cook, some people don`t. According to me, there are two significant advantages and is little disadvantage of learning how to cook. The first advantage is to save money. For example, if we don`t learn how to cook, we can order, but this way will normally be more expensive for us. If we learn it, we don`t have to pay more. The second advantage is we don`t have to wait for other people to cook for us. If we learn it, we don`t have to wait for anyone. However, if we learn how to cook, we have to use kitchenware such as silverware. After we use them, we have to wash to dishes. This is the little disadvantage of learning how to cook. ",Turkish
"Summary

This fiction is talking about a story that an optimistic sister was waiting for her brother's coming back since the brother left home 20 years ago. When the brother left home, he was going to make his fortune and would come back to her a rich man. But nobody except his sister believed he would come back or he would came back as a rich man. With the hope of her loved brother, the sisiter lived in the old house far away from her neighbors.Even though the surrounding of her house seemed not arable , she made a beautiful garden which is the symbol of hope. Facing the neighbors' jeer, she persevered her belief?he would come back as a rich man.Finally, the brother came back, however, not rich. Despite the brother's poverty, she was still very excited,happy and thought it was the treasure that her brother can come back safely because of the brotherhood ,the happiness and the love between her and her brother.This is a moving story in which we can see the love from the optimistic and persevered sister.
",Chinese
"One of my favorite movies is ""Eternal Sunshine of the Spotless Mind"", released in 2004 and stared Jim Carrey and Kate Winslet. It was my first movie in that I could watch Jim Carrey's serious act and Kate's diverse color dyed hair. This movie says about one couple's meeting and separating, commonly happening between couples. However, this movie uses peculiarly elements of science fiction like erasing lover's memories after separating, discriminating this movie from others. The composition of this movie can be felt to be a little complex, because a past scene and a present scene are shown disorderly. However, this method makes us be concentrated on the movie better. In addition, this movie doesn't give us a manipulated result like an unnatural happy ending which we can often see in romantic movie. Lastly, we can be aware of that there still exist destiny and an eternal sole mate through this movie.",Korean
"topic sentence
A:Suppoting point
1-way to meeting
2-when you meeting
3-who you meeting

B:Suppoting point
1:how to meeting
2-benefits of meeting

concluding sentence


 Meeting people

 there are many benefit to meeting people, and there are many ways to meeting people, you can meet people in your classes,in your colleg, in your area, or any where, what you shold to do is don't be shy, and choose a good words, that if you whant to meet a good people, and sure you whant that.

 You have to meet good people to get good results, you can ask them to have meeting, or may be some time thay ask you, then you have to go.

 So, you can get many advantages of meeting people, you will get many good informations that will help you to your futur, and that good to your life, in conclusin ther are many benefit in meeting people",Arabic
"If you are upset or bored and you need to see a movie that adjusts your mood, I'll recommend The Diving Bell and the Butterfly to you. It is a movie based on the memoir of the same name by Jean-Dominique Bauby. The movie depicts the life of Bauby after having a severe stroke which left him in a complete paralysis except his left eyelid. As a result, he can only communicate with others by blinking. The movie starts with a vague scene, which makes you ask yourself, what's going on? Then you will recognize gradually that you are watching this story through the eyes of Bauby himself. You will see how he finds out his paralysis. You will feel how he is suffering. How he could do nothing when a fly landed on his nose. You will live all this details with him. While that, you are not only enjoying an incredible story, but also a gorges visual journey. After finishing it, you will appreciate more all these little details in your life. At least, next time you have an annoying fly on your nose, you will be very conscious for this slight shake of your head to get rid of it.",Arabic
"Organization:
1. parent can not accompany with children
? during the process of children's growth, they felt alone
? even their parent pay a nurserymaid taking care them, it still feel not satisfied.

2. do not trust true love
? become fast-food love opinion
? in a intimacy relation, feel very anxious to loose their lover 

3. eager to gain father/mother's love
? reveal 
? transfer love they want from parent to their lover
Draft:
 By increasing human being's right and the concept of freed love, divorce is becoming a general fact in many societies; however, people usually forget or ignore the effects of divorce on family life, especially their children. There several effects that might influence the children who are growing up in a divorce family.

 Fist of all, single parent usually does not have enough time to accompany with their children because he has to support the economic source on his own.",Chinese
"Nowadays, because of high life status, more and more couples don't want to have a baby. That is a social problem in my country. There are 3 main effects for fewer children: population, education, and economy. 
First of all, the population of children is very low. For example, in my grandparents' generation, most families have 5-8 children. In my parents' generation, most families have 2-4 children. However, lots of people don't want to have any child. They prefer to have a pet rather than a child. 
Secondly, due to fewer children, the environment of education has changed. For instance, fewer children need fewer teachers. Some teachers may be lay off if they don't have enough students to teach. Moreover, part of colleges may close for the same reason. 
Finally, fewer children has affected on economic problem.
In conclusion, fewer children do affect 3 aspects in Taiwan: population, education, and economy.",Chinese
"The effects of climate on my lifestyle

I moved to Pittsburgh from my home town, Nagoya in Japan 4 years ago. On the first year, I was shocked by climate differences. Pittsburgh has short springs, nice summers, no falls and long icy winters. Nagoya has nice springs, hot and humid summers, warm falls, and windy winters. I am getting use to climate here and adjusted my lifestyle to here. I think there are three main effects of climate on my lifestyle; clothes house and garden.

 First, I have kept my winter courts in my closet year around since the weather in Pittsburgh sometimes drastically change. For instance, I had a very hot summer day and then the temperature dropped around 32 F next day. 


 Second, I live a fire place in my house and I usually use it during winters. 



 The last, I have a garden in my house . 


 In conclusion,",Japanese
"There are three main effects of the economic problem in my country, unemployed, the quality of life and development of the country.
First, as a consequence of the economic many people lost their jobs. The poverty became higher than before the economic problem. Some people that they have high education changed their major to have jobs they did not like.
Second, as result of the economic problem, the quality of life has changed. Many people lost the opportunity to have a good vacation, others they could not have it because they had not enough money. Also, some people, they have not money to have insurance so the percentage of death arose. 
Finally, due to the economic problem, the country could not develop. The quality of service diminished. The government could not create more jobs . 
In conclusion, the effects of the economic problem are more unemployed, poor quality of life and government can not develop the country.",Arabic
"Topic: Effects of coupe d'etat in 1973, Chile. 
Th. S.: The coupe d'etat that Chile suffered in 1973 had crucial effects in economy, society and politics.
 1. Economical effect: From socialism to neo liberalism. 
2. Social effect: censure of press, repression of the poorest social groups. 
3. Political effect: censure of leftist political parties, violation of human rights. 

The history of the Latin American countries has not been free of dramatic episodes. From the arrival of Europeans conquerors until nowadays, the continent has witnessed several wars, revolutions and military dictatorships. Every violent episode has marked a change in the country where it occurred and the coupe d'etat happened in Chile in 1973 is not an exception. The coupe d'etat that Chile suffered in 1973 had crucial effects in economy, society and politics.
 First of all, after dethronement and death of the democratically elected president Salvador Allende, the economical system was roughly changed from socialism to neo liberalism, due to the new authorities were allied with the capitalist bloc. As result of this, it had a growth of private enterprises and loss of the rights of workers, which had been achieved during the socialist period.",Spanish
"First, snout is the first factor that you can notice when look at crocodiles and alligators. For instance, the difference in the snout is broader in alligators and narrower in crocodiles. In addition, alligators their snouts are U-shaped although crocodiles's snouts are V-shaped. From these points, the crocodiles and alligators are different in their shape. 

In addition, the teeth of crocodiles and alligators are another aspect to distinguish between crocodiles and alligators. For example, the teeth of alligators stick out of jaw, it means are visible when the mouth are closed. Yet, crocodiles's teeth do not stick out of jaw, it means not visible when the mouth closed. Based on the previous information, crocodiles and alligators are not same in their characters. 

Thirdly, color is one obvious character of differential between crocodiles and alligators. Take that alligators are darker than crocodiles for example. It means alligators usually gray or black on the other hand crocodiles are usually olive or tan colored. From here, crocodiles and alligators are quit different.
",Arabic
"Alligators and crocodiles have many similarities. First, both of them belong to reptiles. Like most reptiles, their skin has scales, but no hair or feather. Alligators and Crocodiles also have a similar body shape such as long body, long tail, and short legs. Moreover, they have four-chambered hearts unlike most reptiles. They also have similar eating habits, like they attack small animals when they can get close to them in hiding. 

Alligators and crocodiles have some differences as well as similarities which has been seen above. The shape of their snots is a little different, for example alligators have a broader and u-shaped snout compared to crocodiles that have a narrower and v-shaped snout. Furthermore, there is some different shape in their teeth. Alligators' teeth stick out of their jaw, so the teeth is visible when their mouth is closed, unlike which crocodiles' teeth don't stick out of their jaw. Lastly, their color is also different. Alligators have darker, usually gray or black color than crocodiles which have lighter, usually olive or than colored. 
",Korean
"Alligators and crocodiles have many similarities. First, both of them belong to reptiles. Like most reptiles, their skin has scales, but no hair or feather. Alligators and Crocodiles also have a similar body shape such as long body, long tail, and short legs. Moreover, they have four-chambered hearts unlike most reptiles. They also have similar eating habits, like they attack small animals when they can get close to them in hiding. 

Alligators and crocodiles have some differences as well as similarities which has been seen above. The shape of their snots is a little different, for example alligators have a broader and u-shaped snout compared to crocodiles that have a narrower and v-shaped snout. Furthermore, there is some different shape in their teeth. Alligators' teeth stick out of their jaw, so the teeth is visible when their mouth is closed, unlike which crocodiles' teeth don't stick out of their jaw. Lastly, their color is also different. Alligators have darker, usually gray or black color than crocodiles which have lighter, usually olive or tan colored.      
",Korean
" As mentioned above, crocodiles and alligators may have a few similarities, such as family of animals, body shape, and diet, whereas there are several differences between them. Now, the different aspects would be clarified by giving some examples. The snouts between alligators and crocodiles are the most distinct aspect. For instance, the snout in alligators is broader than that in crocodiles. The alligator's has U-shaped, on the other hand crocodile's has V-shaped. It could be typical to distinguish those features. 
 Another difference is that teeth in alligators stick out of jaw, but those in crocodiles are not visible when mouth closed. It deserves to be contrasted between alligators and crocodiles. It seems like the teeth in alligators are more scared of people than the crocodiles'.
 Last distinction between alligators and crocodiles is about colors. The alligators are darker than the crocodiles, as well as it usually gray or black. However, the crocodiles are basically olive or tan colored. The colors between them are quiet different aspect.
",Korean
"This movie, August Rush, is one of my favoratie movies that makes my heart throb fast with many beautiful scenes.
An infant secretly given away by Lyla's father has grown into an unusually gifted child who hears music all around him. He holds an unwavering belief that his parents are alive and want him as much as he wants them. Wizard names him August Rush, introduces him to the soul-stirring power of music and begins to draw out his extraordinary talent. August rush goes on to other adventures in a church where a little African-American girl named Hope impresses him with her big voice. When the black minister hears August playing the organ, he knows that he has a special gift. So he takes him to Julliard where he is enrolled as child prodigy. August rush who is supposed to command the orchestra as a conductor, has a problem by Wizard. Finally, he overcomes this plight and stands on the stage in the Central Park which is the famous parks in New York. In this classic music concert, his parent looking for August Rush, becomes to see him command the orchestra. The last scene shows that the face of August Rush smiling overlaps with that of his parent. August Rush reminds us that the yearning of the heart is the best music and shows that how we discover the love that binds us together.",Korean
" As we mentioned before, the first difference between alligators and crocodiles is their snorts. Alligator' snouts are not as narrow as crocodiles'. Their noses have distinct shape. If you see a U-shape rounded snout, it must be the alligator. If it is a V-shape pointed snout, there is no doubt that it is the crocodile. 

 If you think snout is not enough for you to distinguish the difference between alligators and crocodiles, we can contract their teeth. Alligators have very sharp teeth, which stick out of their jaws, whereas, crocodiles' teeth are invisible when their mouths are closed. If you see their preys, it is easy for you to clarify the dissimilarity.

 In addition, you can figure out their difference by their skin color. The colors of alligators are darker than those of crocodiles. Alligators look gray or black, while crocodiles look olive or tan colored. Next time if you go to a Zoo, you can tell the difference between alligators and crocodiles by their obvious colors. In fact, there are more chances for you to see crocodiles because some species of alligators are endangered.
",Chinese
"When I was a university student without a stable financial situation, I had a foolish experience about a little money. At the day, I went to Karaoke with my friend and parked my car in a parking lot where we need to pay parking fee. The parking system was automatic and unmanned, so it is designed so that we cannot move a car until we pay the fee to prevent from violation of parking. After enjoying Karaoke, I mistakenly paid for the next parking space of my car, but I could not get refund it and I had to pay again for my parking. Then we found that both of us didn't have enough money to pay the parking fee. We tried to find a few coins in my car and checked our purse again and again. But still, it' was little to pay the fee. After we thought for a while, we took taxi to my house to get money and came back by bicycle to pay the parking fee. After all, having little extra money generated more uneconomical situation to me. Since I had this happening, it becomes one of my philosophies to have always more money than I am supposed to use. ",Japanese
"   As we mentioned before, the first difference between alligators and crocodiles is their snorts. Alligator' snouts are not as narrow as crocodiles'. Their noses have distinct shapes. If you see a U-shape rounded snout, it must be the alligator. If it is a V-shape pointed snout, there is no doubt that it is the crocodile. 

   If you think snout is not enough for you to distinguish the difference between alligators and crocodiles, we can contract their teeth. Alligators' teeth are invisible when their mouths are closed,whereas, crocodiles' teeth are exposed out of their jaw lines. If you see their preys, it might be easy for you to clarify the dissimilarity. Alligators have sharp teeth and can chew numberous animals. Unlike alligators, crocodiles can not eat some animals such as turtles.

   In addition, you can figure out their distinction between the two by their skin color. The colors of alligators are darker than those of crocodiles. Alligators look gray or black, while crocodiles look olive or tan colored. Next time if you go to a Zoo, you can tell the difference between alligators and crocodiles by their obvious colors. In fact, there are more chances for you to see crocodiles because some species of alligators are endangered.
",Chinese
"The most obvious difference between alligators and crocodiles is their teeth. Their teeth are both shape and able to eat big piece raw meet. However, the teeth of alligators stick out of jaw, and they are visible when the mouth is closed, while the teeth of crocodiles don't stick out of jaw, and they are not visible when mouth closed. This feature can help people easily recognize what are alligators or crocodiles.

Not only is the teeth of alligators and crocodiles an important point for people to identify them, but also is the snout of them. There are not too many differences when you are looking at just the proboscis from their head side. However, when you look at the snout from the side body of an alligator or a crocodiles, you'll find that alligators have a broader and U-shaped nose. On contrary, the snout characteristics of a crocodiles are totally the opposite, which is narrower and V-shaped.

Although teeth and snout are important features for people to separate the difference between alligators and crocodiles, the color of these two animals is also helpful. The color seems to be the same when you look at them from a certain distance. However, when you observe them closer, you'll find out that alligators have darker color, which is usually gray or black, while crocodiles have lighter color skin, which is usually olive or tan colored. 
",Chinese
"Summary
Miss Hannah cultivated asters despite of bad circumstances. She lived alone in the little grey house down by shore, so far away from all other houses in Prospect. She had hoped that his brother would return rich but his neighbors who lived in Prospect had opposite thoughts. 
His brother, Ralph Walworth, run away from home before his parents died. He was a wild young scamp and a spendthrift in the bargain. Nobody had use for him, but Hannah just worshipped him. She believed he would come back rich. 
Miss Hannah talked with Jacob Delancey, whose wife wanted had a party at their house and called her and asked for decoration, about her brother coming back soon rich. 
After that, the grey November days came and she felt very loneness without her flowers. Her brother, Ralph, came back. He has never accomplished anything and his health's broken and he was a cripple. Despite of that, his sister, Hannah, was so happy to take care of him.
She was a hopeful (positive) and rich in love and happiness person. When she lived alone, she had hope that her brother would come back rich. However, when her brother came back poor and unhealthy, she thought that it was good to take care of him. Jacob felt a little dazed and was hard to follow her nimble change of base. And he called that a curious thing. She did not care of others thoughts. How nice!
",Korean
