text,l1
" When I was young I used to watch cartoon on TV. But now I rare watch cartoon on TV. And I believed Santa Clause. So when it was X-man my parents put some present top of my head when I slept. But now, unfortunatly I don't believe SantaClause.",Korean
"Mastering a musical instrument, I thing very difficult,and people used some tecniques for a learn play this instrument.Some people learn faster than other some people learn to use instrument for 5 years.I think this is relevant people capable or no.I know this is difficult to learn instrument.",Turkish
"Developing or modifying the activities for tourists, and these won't disturb or hurt the wildlife and environments.",Chinese
The main is idea is to show and explain the importance of the transitional Zonation System and show how it can affect the environment ,Arabic
It means to put the appropriate activity in the right environment not to change the environment to accept the activity. ,Arabic
"Tourism products can then be developed that conform with existing land uses and infrastructure, rather than changing the underlying land use patterns. This is especially critical with tourism planning in and around protected areas, where conservation is the primary management objective. ",Arabic
when we do activities on some area we can attract people to those areas but if the area dose not have any activities we can not attract any one ,Arabic
you have to fit the activity to the zone without any change to the zone or make changes to the activity until become suitable to be introduced to the target zone.,Arabic
"permanent facilities should be situated on the Midcountry periphery of wilderness areas with guests venturing out into the Backcountry from modest, unobtrusive facilities",Arabic
"When people are planing the tourism place to make it efficiently, such as access and activities on there, they should consider about conservation and appropriate activities.
",Korean
"When people develop an area, they should keep this area originally and not give any bad effect on the area. They should conserve the zone what it is.",Korean
"Permanent facilities should be situated on the Midcountry periphery of wilderness areas with guests venturing out into the Backcountry from modest, unobtrusive facilities.",Korean
"TZS is the institute which design activities to protect the environment. These activities can prevent from pollution and damage to the environment. At the same time, it can arise the economy and maintain the environment.",Chinese
There are some areas in different places that good for tourism but they are not discovered or not accessible. They need to be accessible to for tourits based on the environment conservation concept.,Arabic
"It means when you have a particular area, you need to find a suitable recreational activity that can be entertaining in that place. it is not thinking about a particular activity then searching about a good area to do it.",Arabic
"The approach of placement the permanent or areas that people need to visit more in the frontcountry. By this way, ther will be less damage to the environment in the back country and the wild life.",Arabic
"make the activities which appropriate with the zone tha you do them for instance, don't make a beach activities in forest.",Arabic
"permanent facilities should be situated on the Midcountry periphery of wilderness areas with guests venturing out into the Backcountry from modest, unobtrusive facilities",Arabic
The Tourism Zonation System helps to make a plan how and where we can use tourism land without destroying environmentally and ecologically. Backcountry and midcountry should be preserved most.,Korean
Tourism business should be planned according to suitable places to visit because we shoud keep our conservative areas. So we should develop our tourism in accordance with locations.,Korean
"""This"" in paragraph 9 means locating permanent facilities to Midcountry periphery of wilderness areas.",Korean
The emphasis of SRA reading is read fast as you can as and answer the questions .To improve your reading.,Arabic
" The process i use when i study for a vocbulary test are:
 1- I look at the prefixes and suffixes.
 2- I shoud be aware the definition for each word, part of speech and stress
3- I tray to use it in sentence.",Arabic
She is a so skeptical person because she does not believe anything unless she looks it by herself and confirm it.,Japanese
"The probability that Pittsburgh Penguin will be a champion of Stanley Cup is 50% , if they win a game on Thursday.",Thai
Members in Pittsburgh Penguin are famous now so gossip columnists always write something about their life.,Thai
"The Tourism Zonation System, which is ralated to tourism and wilderness conservation, is an essential tool for planning conservation based tourism development.",Korean
"When we develop tourism products, think over the Zone before anything else and decide what is the suitable activity for the Zone.",Korean
To make permanent facilities on the Midcountry can lead more people to be concerned about the wilderness environment.,Korean
"the Cathedral of Learning has renaissance look.
detail of inside and outside are decorated gothic style",English
"morden skyscraper with the tradition and ideals of Gothic architecture

funchtion, it is high building",English
" 
 the quarry was not prepared to deliver the stone on schedule, so construction was delayed, and work begun on the higher stories
 
",English
" 
the Cathedral of Learning, they need to symbol of education for the city and alleviate overcrowding by adding much needed more space in order to meet present and future needs of the University
",English
The probability of loosing their lives is always along with the soldiers who are working the front. ,Chinese
"We should use the natural situation to develop the type of tourism, not change the natural situation to develop tourism. We should keep the origin situation.",Chinese
"""this"" refers to ""permanent facilities should be situated on the Midcountry periphery of wilderness areas with guests venturing out into the Backcountry from modest, unobtrusive facilities.""",Chinese
it's harming the environment because people who use this lodges will use some materials that will harm the environment as mentioned in the article. this harm is not as bad as the profits that can be gained from tourism.,Arabic
"I think so. Since that the credit scores can be refered to someine's honesty, which is a very important quality of a man, it is good for employers be allowed access to potential employees credit score.",Chinese
I think the underlying cause of the current world economic situation is the development of Asian and Mid-east contries and the econonic cirsis of the developed contries. ,Chinese
"Yes, i think so. I prefer to wear shirts and jeans, which refer that I'm a person who is an easy-going person.",Chinese
I think it makes my life be enhanced because I learned lots of things underlying in American culture.,Korean
I think the underlying reason is people didn't anticipate the future and only saw the present. It was revealed from weakness of Morgigiron.,Korean
"My mother said when I wear clothes, it makes me look more slim than myself. I think my clothes don't reveal my genuine shape.",Korean
"Living in another culture enhance a person's life because People who have lived in another country can have more experiences and knowledge. Also, they can speak another languages. They can be more versatile than the others who have not lived in another country.",Korean
"I don't think employers can be allowed access to potential employees credit score. It's completely a private thing. Also, credit score doesn't mean they are not able to be employees who is hard worker and helpful. ",Korean
"The underlying cause of the current world economic situation is the US government's policies in economy. Of course, other countries have some problems, too. However, the US has been the biggest and powerful country in the world. So, bad policies result could be the main cause. ",Korean
"My clothes can hide my body defects. Therefore, people cannot see my body parts which are not good. So, I think the clothes can make an attractive man/woman.",Korean
Yes because the living in another culture give me a lot of experience how can I treat with other people friendly.,Arabic
"Yes, the employers should be allowed to see their level of debt because that will give them background how can they deal with other bill they have and that is very important to help them to organize the salary by correct way.",Arabic
The main reason of the current world economic crisis is the wars and increasing the price of the oil.,Arabic
"I think that statement is correct because that the cloths sometimes show up the personality. For me, I like my cloths to be very clean all the time because it reflects my attitude.",Arabic
"No, because it will be no privacy for each one. Also, this ability should be for the boss who follows his\her employees. ",Arabic
"I think the financial problem in the world now cause corruptions in many countries. Also, the main underling is wars that destroy many resources and destroy system in many countries.",Arabic
I don't think so. Because core every person is not showed by the clothes and the clothes don't reveal any thing that describe real behavior of person. ,Arabic
"I try to examine or think about its meaning carefully in order to understand it, if I can't that, I ask my teachers or my partners or directly I use my dictionary. ",Arabic
"I don't know, maybe to learn us how to read quickly and how to understand the stories or how to be honest with our self when we write our grades.",Arabic
"The scientists always say the global warming is a significant problem and we must find solution for it, so what can I say !!
yes, I think that. ",Arabic
"To examine the meaning of the unknown word, I will look for synonyms from the main sentence by commas, dashes and parentheses.",Arabic
"If you live in another culture, you will experience a different civilization, and enrich you knowledge. these will enhance your life.",Chinese
The credit score is a private secret of employee. It belong employee's personal life. I don't think employer has a right to access to it. ,Chinese
"In this world, the majority people are working people. They work hard only for keeping their life. The majority wealth always are concentrated and possessed by less people. The world wealth are not balance is current ecnomic situation.",Chinese
"I agree with the saying. Sometimes, my clothes reveal my emotion. If I feel happy, I would like to wear brightly.",Chinese
"Yes, it does. Since coming into contact with another culture broaden our perspective, living in another culture enhance a person's life.",Japanese
"They should not be allowed access to it in my opinion. This is because these access could create the possibility of private information being exposed to other people.

",Japanese
"The underlying cause of the current world economic situation I think is non-performing loans offered by many banks in the world.

",Japanese
"No, my clothes do not reveal anything about me. I prefer a saying, ""Do not always judge by appearances"" to the saying above in the question statement.",Japanese
"Yes, the global warming is a very important problem. If the global warming is too serious, the iceberg will dissolve .And most of the islands will disappear.",Chinese
"Yes, I think they are really capable of loving their owners. For example, they can take care their children very well.",Chinese
"Yes.
I don't believe someone who poorly manages his or her credit score can suddenly manage to do a great job at work.",Korean
"I think clothes reveal some of my character.
As I became more laid-back getting older, I also became to like more comfortable clothing.",Korean
"Yes.
I don't believe someone who poorly manages his or her credit score will be suddenly able to manage to do a great job at work.",Korean
"I think clothes reveal some of my character.
As I became more laid-back getting older, I also became to like more comfortable clothing.",Korean
"First, I write list of words.
Second, I find meaning of words in dictionary
Last, I memorize the words",Korean
I anticipate getting admission from the university that I applied in to start studying chemistry to get my ph.D degree. ,Arabic
"Yes living in another culture enhance a person's life,since he/she be able to learn a new information which will be added to his/her knowledge.consequently, the person's life will improve. ",Arabic
"In my opinion, employers shouldn't be allowed access to potential employees credit score, because it is personal. ",Arabic
The war and rare the cooperation between the country are the underlying causes of the current world economic situation.,Arabic
I anticipate getting admission from the university that I applied in  to start studying chemistry to get my ph.D degree.  ,Arabic
"Yes living in another culture enhance a person's life,since he/she be able to learn a new information which will be added to his/her knowledge.consequently, the person's life will improve.   ",Arabic
"In my opinion, employers shouldn't be allowed access to potential employees credit score, because it is personal.   ",Arabic
The war and rare the cooperation between the countries are the underlying causes of the current world economic situation.,Arabic
"I will read the all sentence, or I will use the dictionary if I can not figure out the meaning from the sentence.",Arabic
I will examine for synonyms. Synonyms are words that have the same or a similar meaning. Then I can understand it.,Arabic
"There are two steps to do that: The first step, I try to kept the spelling of the new vocabulary in my mind. The second one, I try to understand the definition of this word very carefuly.",Arabic
"Yes, I think this problem is having an important effect on our life. It is very dangerous on the environment that is surrounding us, if it remains as now or develops at the near years.",Arabic
"In my opinion living in another culture affects the person's life and enhances his knowledge about the new culture, the people, the behavior and the values.",Arabic
"In my opinion the employers should not be allowed to access the employees credit score, because this issue is related to the privacy of the person. To reveal the information means to hurt the privacy.",Arabic
The economic situation around the world affects the majority of the population. There are many causes that gather and influence the life welfare. The underlying cause is the reduction of the natural resources.,Arabic
"
My clothes reveal my serious personality. Recently I try to change, the evidence is the new red bag.
",Arabic
"There are series of actions to study a vocabulary for exampol,memorize them or put them in sentence.",Arabic
"In my opinion living in another culture affects the person's life and enhances his knowledge about the new culture, the people, the behavior and the values.",Arabic
"In my opinion the employers should not be allowed to access the employees credit score, because this issue is related to the privacy of the person. To reveal the information means to hurt the privacy.",Arabic
The economic situation around the world affects the majority of the population. There are many causes that gather and influence the life welfare. The underlying cause is the reduction of the natural resources.,Arabic
My clothes reveal my serious personality. Usually I wear black suite. Recently I try to change; the evidence is the new red bag.,Arabic
"In my opinion living in another culture affects the person's life and enhances his knowledge about the new culture, the people, the behavior and the values.",Arabic
"In my opinion the employers should not be allowed to access the employees credit score, because this issue is related to the privacy of the person. To reveal the information means to hurt the privacy.",Arabic
The economic situation around the world affects the majority of the population. There are many causes that gather and influence the life welfare. The underlying cause is the reduction of the natural resources.,Arabic
My clothes reveal my serious personality. Usually I wear black suite. Recently I tried to change; the evidence is the new red bag.,Arabic
graduation is next month! i need to make some plans now because when exams start I don't have any free time.What,Arabic
"In think this is considered a personnel thing, and to keep the policy and procedure of the employees more accurate and prices, it should be more secret.",Arabic
"In may opinion, the reason is that there is no control or cooperation between the governments and the people.
",Arabic
"I thing with some cloths I feel more convenience than with others. In other words, I like some cloths but it does not mean that the cloths will change me. ",Arabic
"1- While I am in this class ,I will ask my teacher about some question.
2- When I finsih this class ,I will go to my city.
3-I will stay in this country until I arrived to my objective.
Thank you",Arabic
"1)I,m going to continue studying English until the and of the semestr.

2)While I,min this class,I,ll work part time.

3)When I finish this class,I am going to study in college.

4)I,ll stay in this cuntry until I married.
",Turkish
"Pg. 71 #6
1- Until I mprove my writing .
2- I will focus on Grammar.
3- Iwill be aware all sbject there.
4- I finish this course .
 ",Arabic
I think animals are capable for their ownerd. If they are unhappy the animals give motivation thay can change their mind positively.,Korean
"Appoximately 2/3 of our body consists of water, and it is recommended to drink 8 glasses of water everyday. Therefore, clean water suuply is very important. We should protect our water sources, and not waste water in daily life. ",Korean
 The job opportunities are available to someone has not finshed high school in my country is Security .,Arabic
"Approximately 2/3 of our body consists of water, and it is recommended to drink 8 glasses of water everyday.  Therefore, clean water suuply is very important.  We should protect our water sources, and not waste water in daily life.  ",Korean
A detainee was brought to U.S to be tried for involvement in the bomb attacks on U.S. Ambassies in East Africa in 1998.,Korean
A detainee was brought to the U.S. to be tried for involvement in bomb attacks on U.S. Ambassies in East Africa in 1998.,Korean
" First of all, We decided to take a tent to protect as from the hot. second, we took enough water.In addition, we took a compass to use it if we lose. Next, we decided to take enough nurture. finally, we took matchsticks. ",Arabic
"on my weekend.First, I goes with my frinds to watch film in cinima that is every starday .scound, I study all my subject and answer all my homework.third, on the sunday I reviw to understand my homework.",Arabic
"(One minute world news is updated 24 hours a day. I describe the topic of the second story because the news has already changed.)
In Hong ANON_NAME_0, a houndred schools close because of swine flu.",Japanese
The United States said China send a strong message to Pyongyang. The resolution targets North Korean army's explosion.,Japanese
"A world football player, Cristiano Ronaldo, was bet $100,000,000 with the world record. Manchester United says to be giving Madrid the permission to talk to the player.",Japanese
"It might enhance a person's life in some ways ant it might make worst in other ways. For example, it might enhance your education and in the same time you might lose the connection to your friends that you are used to be with.",Arabic
the employers shouldn't be able to have an access to their employees credit score because that may be a reason to lay them of.,Arabic
"I,m not sure about the reason underlies the current economic situation. it might be because of the bad strategy the old administration used.",Arabic
"I do not know if my cloths reveal anything about me although, sometimes I by myself is able to know somethings about people just judging from their cloths.",Arabic
"My bedroom is good to be flexible, I can sleep in there, I can watch TV in there and I can eat in there.",Chinese
Fiat is going to help Chrysler to solve the problem of bankruptcy. Fait will provide to cash but only technologies needed to take out small brands that have not performed well and will focus on ones which consumers want. ,Arabic
"Some people will not buy the new products.
other people and dealers are optimistic that Fiat will help Chrysler to stand up again.",Arabic
"Fiat and Chrysler have completed the strategic alliance that will put Chrysler's good assets into a new firm. Fiat provides Chrysler to get 20% stake and fresh technology. 
",Korean
They are excited about Fiat and Crysler completing deal. Anna's husband is more optimistic. Fiat helps to Crysler. Maybe consumer wants to buy it.,Korean
"They have different opinions about fiat.For example, a woman said that she will not buy Fiat , however, her husband said Fiat can help Chrysler. and someone else said that he excited about that. ",Arabic
"Many friends are trying to convince to buy a Toyota instead of Mazda, but I am determined to buy a mazda because I reaally love it.",Arabic
"Longman dictionary is a very good one. It is reliable, you can rely on it in finding definitions of new words. It will not mislead you.",Arabic
"Rely on
If he doesn't use GPS, my friend gets lost very easily during driving. He always relies on GPS.
",Japanese
"Rescue
I was drowning in the sea, my friend and lifeguard rescued me. If they didn't realized, I might have died.
",Japanese
"rescue:

policeman went to the forest to rescue her, because she broke her one leg and she couldn't come back by herself.",Chinese
"The probability of getting the offer from Harvard University for me is really very low, I am not confident of my education background as well as my TOEFL result.",Chinese
"I have prepared the examination for a whole week, so I am determined to get the higher score in the test.",Chinese
"Fig here in the States is very rare. You can hardly find any in the stores, unlike in Libya, where figs are very much available and in many kinds.",Arabic
"Because I stayed up late, there is a high probability that I will not be able come to class tomorrow.",Arabic
"Today, the sky is cloudy and there are some probability to rain. Its may be raining and start wind. ",Arabic
"
1)Everyone's fingerprints are unique.

2) My friend was determined to make her marriage work.

3) A child's perception of the world is not the same as an adult's.",Arabic
Most of the bars prefer having dim light to having bright light inside because people like that kind of romantic style.,Chinese
"I will feel quite disappointed when people could not understand my English. Latterly, I feel isolated because I could not find someone to share my feelings.",Chinese
"I don't like to live in isolated area and alone because I don't want to be far away from the city, shopping and school.",Arabic
"One of my relatives died as a result of stroke because an artery,tube carrying blood,in his brain became blocked and no body rescue him to hospital.",Arabic
"Sometimes, I use an ointment to cure a pain muscle and relive spasm, because the onitment make the pain better.",Arabic
"Dim
We had an hour outage because of the thunder storm last night; we had to stay a dim room by the light of the candle.
",Japanese
" 
Finding Libyan food in the U S A is very rare that you can see the Libyan food just in the E L I night that means you just see it three times a year. 
",Arabic
When anyone enter in my house he or she should take off their shoes. people think shoes are not clean and they cannot pray in the house which a person enter in it with their shoes.,Arabic
"I think, teenager should not drink alcohol, because If I accepte that he or she will habit to do it again.",Arabic
"Yes, I think he has more authority than ather person because he is responsable about what he talke about and he has the authority from the spectature confidence.",Arabic
"If people want or agree that why no.

Yes, I think it's agreeable (good or correct) for them.

because it'll remain (stay) in their memory and it'll be interesting when they try or eat new dishes from different people and different country, but NOT like stinky tofu. ",Arabic
"Before I answer, what's this 2 question in one sentence. 

My answer: Yes, I like cooking and preparing dishes.
That are simple to make to me.
because I do that from (a)long time, healthy and better than buy food from restaurants. ",Arabic
Parasitice infections are rare in the developed countries such as the US because of good sanitation.,Arabic
"I am rarely abbsent from school.
Some of birds are rare to see in my area because a forest was detroyed.",Chinese
It is normal in my country. because it is easy to move in my house and alot of people have paving in his house . I think it is abnormal in USA.,Arabic
that is bad situation to me but I will explian what can I do? I will go to my family to take him some money.,Arabic
"No,I don't think that because two reason .First, He should recpict his parents.The min reson is alchol. It is very dangoures . I absolute it is danger for teenagers.",Arabic
"No, he doesn't has authority because he gust is artist and he doesn't has influnce.For example,jim carry doesn,t has authority for President obama although jim carry is famous actor.",Arabic
"
1. Couple weeks when I arrived in Pittsburgh, I had homesickness and I felt isolated.


2. Pink diamond is very rare that's why it is more expensive than usual.

3. Reduce tax is one method to stimulate the economic.

",Thai
"Yes, it is a normal behavior in my culture. It is very strange and sometimes it is very dangerous when it happens, it depends on the people there and the way of their thinking because this behaviour expresses the respect for the house.",Arabic
"IF he moves closer to me, that is very fear to me, first I do not permit him for touching me because I do not like him despite maybe I will give him some money with me to help him. ",Arabic
" No, I think It is not correct and not good to do thing as this because my religion forbids that, I think here in America there are a lot of people do not do that because this situation maybe hurt the relationship between them. ",Arabic
"No, he has not any authority. Maybe, his opinion agrees with my idea but it can not change it because he has not the power or the ability to do that. ",Arabic
"Yes, I have. 
Five years ago, I bought a piece of blue cheese in Europe. It smelled different. I tried a bit, then, I threw up. I don't know why European like blue cheese, and use it in dishes.
",Chinese
"Yes, it's suitable.
When people travel to a different county, they should try the native dishes. The native cultures consist of foods, arts and people.
",Chinese
"because they represent various countries ,it means , cosmopolitan means containing or having experience of people and things from many different part of the world.",Arabic
"someone"" lanyork jozf"" told them use steel in decoration they use steel on window lamp, corner , they use it .steel is form.because it is strong",Arabic
"pittsburgh has been famous , it produces steel. steel can flex you and do some form help you in the decoration. ",Arabic
because steel industry is gone from the city it is necessary to conserve space list high in the bilding.,Arabic
"I think .They want to respect of who visit it ,they want to create the feeling in ourslefa Then , the architects want to give us the way until we can discover for  the hnowing.",Arabic
"The International rooms make the cathedral magic and so nice also the university because the represent various countries.
",Arabic
Because the ground was broken in 1926 any time in america apically in pittsburgh a steeler. the building was anestractive.,Arabic
Because there are some things hit the building to make it dirty specially the glass and there are some bird as falcon putthim houses on the building.,Arabic
"Fiat gets 20% stake in the new Chrysler which could increase to 35% after repay American government leon It is not pay any cash, but will contribute technology 



",Arabic
"In my country, we has traditional food. It is named Chung-Gook-Jang. It is like MiSo. I think it is delicious.And it is good for healthy.
",Korean
 I like cooking. Because I don't like eat outside. And I like tradition food. But In pittsburgh doedn't have good traditional restaurant.,Korean
"Yes, i have ever tried ""HONG-EO(Skate sushi)"". 
That is very stinky. but that's taste is so attractive. Many korean eldery men like that.",Korean
I cannot cook very well. Because my mother always cook for me. Cook is my challenge. there day I learn how to make dishes. ,Korean
"Yes, i have ever tried ""HONG-EO(Skate sushi)"". 
That is very stinky. but that's taste is so attractive. Many korean eldery men like that.",Korean
"yes, if they try new dishes, they will have new experience of a different country.
but they should be cautious. refusal new dishs is rude manner is some country
",Korean
I cannot cook very well. Because my mother always cook for me. Cook is my challenge. there day I learn how to make dishes. ,Korean
"The boss commit his employees to coming to the office before 9:00am. Otherwise, the employees will be fined $30 per time.",Chinese
"I want to go to the college. However my parent can't afford to support me. So I have to fine the college, which can give me a scholarship.",Korean
"There are lots of etiquette for the formal party,such as woman need to wear dress and people can't talk loudly.",Chinese
"The oil company faced many technical problems. Because its engeeners were unable to deal with such problems, it brought experts from abroad to fix the problems.",Arabic
I have a scholarship to complete my degree at the University of pittsburgh and I am sponsored by government.,Arabic
"Nowadays, Many entrepreneurs who like to start a business are sustained to risks because a bad economy.",Arabic
"
1-My government gives me scholarship to complete my study in the U.S. The scholarship covers all tuition fees. 
",Arabic
"The former president did great jobs; people think previous president is better than the present one.
",Japanese
ANON_NAME_0 is an expert teacher. She has an excellent strategies to help students improve their language,Arabic
"In stead of markets, I saw lots of stores in the USA. Stores are more conveient for shopping than markets",Arabic
No ! I have not tried a food that smelar unusual like stinky because I don't like to try a strange food for me maybe it is harmful !.,Arabic
"Yes, It is suitable to try a new food but thy should ask first what is that before thy eat because maybe it is taboo in thier culture.",Arabic
I don't to dare to cook any dish because I have not tried before I think if I do that I'll burn my hands !,Arabic
"Yes, because the science follows the experiment and the observation but the religion confirm that evrything from God.",Arabic
"Back to work i n my country when I finish the master degree, I think it is the best way to contribute to my country.",Chinese
Yes there are many disagreements between them. The new science sometimes angers the religious people. ,Arabic
I think the most important reason for this problem is the current financial cycles around the world. ,Arabic
"I can do a lot of things to protect the air for example, putting out the cigarette and don't repeat that again.",Arabic
"First of all, serve the community by advice , and work many classes to help teenager for improve his mis mind and ha can improve his country.",Arabic
I can do anything to help the environment such as participate with group to five some advice about fire and accidents. ,Arabic
Learning English is extremely crucial for many people in the world and very great importance in several aspects of life.,Arabic
"For health, You have to eat the food that is rich with vitamins and has a lots of diverse minerals. ",Arabic
"I really like all ELI teachers, but typically Peter, because he has a special characteristics of teaching and also he has helped me so much. ",Arabic
"innate

I think the girl can sing the songs well when she just was 5 years old because her singing talent is innate.
",Chinese
"Typical
What is a typical Japanese dinner? We usually eat rice, soup and salad. Sushi is not typical dinner in my country.
",Japanese
Some doctors say drinking wine in moderation can extend the life time. Therefore; should be temperate.,Turkish
"stimulate
The president of the U.S.A plan to stimulate the Economic growth up.
isolated
I think when people are isolated, They need to talk with the god. 
cure
when I am an illness , I use cure to take away it. ",Thai
"The Forbidden City is a typical example of Chinese traditional building, which includes golden roofs and red walls.
",Chinese
"Before I came to Pittsburgh, I had read some books which helped me rich the knowledge about American culture.
",Chinese
"I have a good friend, who study in Juniata college with me. We shared our happiness and information, which was secret,to each other.We also helped each other a lot. My friend whose boyfriend always has trouble with her, so she always feels sad.",Chinese
My best friend who lives in Baniwalid is very good person. He works in the school which is near my hose. He help people that are very poor and give them money and food. I know my friend long time. ,Arabic
"My best friend, who I have known since high school, is ANON_NAME_0. He is someone who is always punctual and reliable. He lives in Tajoura which is located in the east part of Tripoli. He is a guy whose mother is Egyptian. ",Arabic
I have been involved in many Company's telecommunication projects. So I have a good experience in this field. ,Arabic
"When he wants to study for any exam, He makes plan and stick to it. That is why he always achieves exceptional scores.",Arabic
"
Typical 
The typical example that most of grammar teacher often use when they teach the English passive voice is ""ANON_NAME_0 broke the window"".


",Arabic
"Involve
Learning English at ELI involves doing lots of homework. We are almost every day given pieces of homework.",Arabic
"I know my friend ANON_NAME_0 who is studying in the ELI that located in University of Pittsburgh. ANON_NAME_0 is my colegue who works in KFMC which located in KSA. ANON_NAME_0 whose teamwork was the best,won the price in 2007.",Arabic
"There are many contributions from public and private organizations, including schools and companies.",Arabic
"My opinion there is nothing worth the challenge to spend many time for this art, but it may be beneficial to the economy of the country to attract tourists, as the Snow festival in Japan.",Arabic
I want to get the place of Snow fesitival for Participation and attendance to watch only because I am not an artist.,Arabic
"The Snow Festival offers an art environment to the international competitors, they are from all over the world. And the festival has become so popular. Many people come to see the ice arts. So the festival has become a necessary.",Chinese
"Sure. Arts make the world to be better.
In the creative process, people obtain pride and happiness. So people spend their time creating art that is worthwhile.

",Chinese
"Yes, I want to be participated in the Snow Festival. I have never seen the snow in my country. And I know the activity, which is very significant. I can contribute to be a volunteer.",Chinese
" The international Snow Statue competition is included in the Snow Festival.
Many artists who come from many countries enter the competition in the Snow Festival. 
",Korean
"Yes, I think that is good. 
The creating art (or something) give a sense of achievement. 
It is not important whether that is temporary or not.
",Korean
" I want to be involved as artist, volunteer and visiter.
I like making something, I wish I could be a artist of snow sculpture, but I don't know how to make it. And if I am a volunteer, I may see many
artworks closely.

",Korean
"Yes, I think should people spend their time for creating a temporary art is a good way to spend time, because like this event makes people come to see this art from all over the world. Also this event remains in people's memory.
 ",Arabic
"Because over two million people flock to Japan's north for this international event. for example,the International Snow competition was included in the festival. so, there are many competitors who come from colder and warm countries. ",Arabic
"Yes, I think it's good because it's great feeling when people do abnormal art even temporary and it make the people have some relax and enjoy the show. ",Arabic
"yes, I want to be an artist or a volunteer because I would like to be involved in a big event like the Snow Festival. ",Arabic
"My favorite line is ""when you expect to pick a career"". in this aspect everyone should be a hero not only at choosing the career but also to be prepared for this career and achieve a successes in this career. 
",Arabic
"They hate you if you're clever and they despise a fool.
Sometimes you feel like your parents or teachers would never be satisfied no matter what I do.",Korean
"First of all, I must take class. After that I have pass a test. Finally, I can obtain the driver's license.",Arabic
"No, it's not because everyone have the same opinion about this issue. I think that cause the religion.",Arabic
In my country the legal age to get married is 18 years. I think this age not enough to have the responsablity for construction a family.,Arabic
"Yes,because spanking a child is very bad way to educate him or her.Also, it's psychological dangerous. ",Arabic
"First of all, I must take class. After that I have pass a test. Finally, I can obtain the driver's license.",Arabic
"No, it's not because everyone have the same opinion about this issue. I think that cause the religion.",Arabic
"You use this proverb to say that it is better to spend a little time to deal with problems or act right now than wait. If you wait until late, things will get worse, and it will take much longer to deal with them. 
",Arabic
In my country the legal age to get married is 18 years. I think this age not enough to have the responsablity for construction a family.,Arabic
"Yes,because spanking a child is very bad way to educate him or her.Also, it's psychological dangerous. ",Arabic
"A working class hero is something to be~ 
If you want to be a hero, well just follow me~ 
I'm not sure John Lennon has sung a satire on society as a working class hero. ",Korean
"First of all,you must have 18 years old to take license.Sceound,you should go to learning center for learning.After you finish learn,you must take exam.If you have succecs exam,you can take it.",Arabic
"Yes,is it.Because Islam said "" The sodomy is taboo."" The god says who are do this works.It will be in hell",Arabic
My country does not has exat number to get marriage.Myebe you can get wife when you are 14 old.You must be adult guy.I think that is not good because some of guys don't have any responsibility.,Arabic
"In my opinion,I don't speak with her about it,but we must tell her about"" Why did you spank the child? What were resons ?",Arabic
He tries to tell us the story of a person who was growing up in the working class and he encourage the people who growing up in working class for revolution,Arabic
John Lennon means that governments control their people. They force people to do what they want. People don't have choices. People are supposed to follow what the governments want. ,Korean
I guess that John Lennon means that becoming a hero of working class is very difficulet because people sometimes hit and despise working people.,Japanese
"First of all,you must have 18 years old to take license.Sceound,you should go to learning center for learning.After you finish learn,you must take exam.If you have succecs exam,you can take it.",Arabic
"Yes,is it.Because Islam said "" The sodomy is taboo."" The god says who are do this works.It will be in hell",Arabic
My country does not has exat number to get marriage.Myebe you can get wife when you are 14 old.You must be adult guy.I think that is not good because some of guys don't have any responsibility.,Arabic
"In my opinion,I don't speak with her about it,but we must tell her about"" Why did you spank the child? What were resons ?",Arabic
I can get the driver's license by going to the police station and I must do the test there for ability to drive the car. ,Arabic
"The allowed marriage age in my country is 18. But I think, this age is not good for anyone to get married because It is a big responsibility for him.",Arabic
"For me, I do not care, because this situation does not include my mind. And all of these things do not contain any body from my family.",Arabic
"First of all,you must have 18 years old to take license.Sceound,you should go to learning center for learning.After you finish learn,you must take exam.If you have succecs exam,you can take it.",Arabic
"Yes,is it.Because Islam said "" The sodomy is taboo."" The god says who are do this works.It will be in hell",Arabic
My country does not has exat number to get marriage.Myebe you can get wife when you are 14 old.You must be adult guy.I think that is not good because some of guys don't have any responsibility.,Arabic
"In my opinion,I don't speak with her about it,but we must tell her about"" Why did you spank the child? What were resons ?",Arabic
May be he means a special course that prepare teenagers to be ready to work in the future. Or he means a group of people to is working hard to gain money to sustain living and getting the essential needs they want. ,Arabic
"A working class is something to be.
As I understood the meaning of working class in question one, I feel the singer is motivating people to learn and to have job instead of watching TV.",Arabic
"In 1974 the snow festival occured at the same time as the sapporo winter olympics.with a;; the people in town ,somthing special was called for. therefore a new competition was included in the festival : the international snow statue copettition.",Arabic
I hope to participate in this festival a volunteer because I do not have the skill on the ice sculpture but I can try if it were allowed me,Arabic
"no i never tried 

There is an old saying says to wear what the people like and eat what do you like 
You",Arabic
There is no problem with that a way to identify some to other cultures as well unless some of the religious break,Arabic
"When you were traveling to Boston, you had to tolerate many hours in J.F.K airport because the flight was delayed.",Spanish
My mother had chronic headache when she was working in a printing company. She got over of it until she retired. ,Chinese
" 

I can not rely on wimp man because he is not strong enough to do difficult job so I usually rely on strong men.
 ",Arabic
" 
I will purchase big home and I will sell this one but now I do not have enough money to buy that big home. 

",Arabic
